"AgeCurrent","Location","SchoolType","SchoolLocation","SchoolYear","SchoolYearTEXT","SchoolFinish","IdentityEthnicity","IdentityRace","IdentityReligion","IdentityDisability","IdentityNeuro","IdentitySexuality","IdentitySexualityTEXT","IdentityGender","IdentityGenderTEXT","IdentitySex","IdentitySexTEXT","MAttraction","MAttractionTEXT","MSelfIdentity","MSelfIdentityTEXT","MSAHom","MSAHomTEXT","MSAHet","MSAHetTEXT","MRHom","MRHomTEXT","MRHet","MRHetTEXT","MComingOut","MComingOutTEXT","MComingOutWho2","MComingOutWho2TEXT","MComingOut3","MComingOutFamily4","MComingOutFamily4TEXT","RPDS","ACQ","IntHom1","IntHom2","IntHom3","HSS1Q1","HSS1Q2","HSS2Q1","HSS2Q2","HSS3Q1","HSS3Q2","HSS4Q1","HSS4Q2","HSS5Q1","HSS5Q2","HSS6Q1","HSS6Q2","HSS7Q1","HSS7Q2","HSS8Q1","HSS8Q2","HSS9Q1","HSS9Q2","HSS10Q1","HSS10Q2","HSS11Q1","HSS11Q2","HSS12Q1","HSS12Q2","HSS13Q1","HSS13Q2","HSS14Q1","HSS14Q2","ACQ2","DERS1","DERS2","DERS3","DERS4","DERS5","DERS6","DERS7","DERS8","DERS9","DERS10","DERS11","DERS12","DERS13","DERS14","DERS15","DERS16","SASI1","SASI2","SASI3","SASI4","SASI5","SASI6","SASI7","SASI8","SASI9","SASI10","RaceDemog","ReligionDemog","GenderGroup","SexualityGroup","HSS1","HSS2","HSS3","HSS4","HSS5","HSS6","HSS7","HSS8","HSS9","HSS10","HSS11","HSS12","HSS13","HSS14","SMA_RSS","IntHom","Clarity","Goals","Impulse","Strategies","Nonacceptance","DERS","goodsasi","badsasi","SASI"
17,9,3,2,1,12,"7","10","7",8,"5","3","2,6,10",NA,"2",NA,"2",NA,1,11,1,15,1,16,2,NA,1,16,1,13,1,14,1,NA,2,1,16,4,5,1,4,6,1,1,3,2,2,1,4,3,2,1,2,1,2,1,2,1,6,6,6,6,6,6,6,6,5,4,6,6,4,2,3,4,2,4,5,3,4,3,3,3,4,5,3,2,5,5,1,4,3,4,4,4,4,5,2,"7","2","2","2",1,6,2,12,2,2,2,2,36,36,36,36,20,36,16.3571428571429,11,5,9,9,21,11,55,22,14,36
19,5,1,1,2,NA,"1,6","10,16","6",8,"5","2","10",NA,"1,5",NA,"2",NA,1,12,1,13,1,16,1,17,1,14,1,16,1,13,1,NA,2,1,13,2,5,3,3,3,2,1,3,3,5,4,2,3,2,3,5,4,1,2,5,5,6,2,4,5,4,2,5,5,4,4,4,4,4,3,2,2,2,2,2,3,3,3,2,2,1,3,2,2,2,5,4,4,4,4,5,4,5,5,5,"6","2","5","2",2,9,20,6,6,20,2,25,12,20,8,25,16,16,13.3571428571429,9,5,7,7,9,8,36,22,23,45
16,8,1,2,1,11,NA,"10","6",8,"4","1","4,6,8",NA,"1,2,5,6","Bigender","2",NA,1,12,1,12,2,NA,2,NA,1,12,2,NA,1,12,1,NA,2,1,14,4,5,1,1,1,2,3,1,1,5,3,3,2,1,1,5,4,1,2,5,3,6,4,5,4,4,4,4,5,2,3,5,5,4,3,2,5,4,4,2,5,4,2,3,4,4,2,2,4,5,5,2,5,4,4,5,5,5,4,5,"6","2","3","2",6,1,15,6,1,20,2,15,24,20,16,20,6,25,12.6428571428571,3,5,14,12,17,7,55,23,21,44
16,9,3,2,1,11,NA,"16","6",8,"5","1","2,6,7,8",NA,"2,6","Questioning","2",NA,1,10,1,11,1,14,1,14,2,NA,1,14,1,11,1,NA,2,1,12,4,5,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,4,1,2,1,1,1,1,1,2,2,3,2,4,2,2,4,4,2,5,4,4,4,5,4,2,4,5,4,5,5,5,5,5,5,5,5,3,5,5,"6","2","3","2",1,1,6,1,1,1,1,1,4,2,1,1,4,6,2.21428571428571,3,4,12,12,19,13,60,25,23,48
17,7,1,3,1,12,NA,"10","6",8,"5","2","1",NA,"2",NA,"2",NA,1,14,1,14,1,15,2,NA,2,NA,2,NA,1,14,1,NA,1,1,14,2,5,2,2,2,2,2,1,1,1,1,3,3,1,1,1,1,1,1,2,2,3,3,4,3,3,3,5,5,2,2,5,6,4,3,3,5,4,4,3,5,4,2,2,4,3,3,4,5,4,5,4,5,4,5,5,5,5,5,5,"6","2","2","1",4,1,1,9,1,1,1,4,9,12,9,25,4,30,7.92857142857143,6,6,15,12,18,7,58,25,23,48
21,7,3,2,2,NA,"1,6","8","2",8,"5","1","6,10",NA,"1",NA,"1",NA,1,15,1,16,1,16,2,NA,1,16,2,NA,1,16,1,NA,2,1,16,3,5,1,1,1,5,2,2,1,2,1,4,3,1,1,6,5,3,3,4,2,6,4,6,5,6,5,6,6,5,3,6,5,4,3,3,5,2,4,4,5,5,5,5,4,3,5,5,3,3,4,5,4,5,4,2,4,5,4,5,"2","2","1","2",10,2,2,12,1,30,9,8,24,30,30,36,15,30,17.0714285714286,3,6,13,11,19,15,64,20,22,42
17,7,1,2,1,12,NA,"10,12","6",8,"5","2","9",NA,"2",NA,"2",NA,2,NA,1,15,2,NA,2,NA,2,NA,2,NA,1,15,2,NA,1,1,15,3,5,4,4,NA,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,NA,NA,NA,NA,NA,NA,4,4,3,4,2,5,3,3,4,2,4,2,5,3,4,4,4,4,3,4,4,3,4,3,3,4,3,"6","2","2","3",1,1,1,2,1,1,1,1,2,4,2,NA,NA,NA,NA,NA,7,11,8,21,9,56,18,17,35
16,9,3,2,1,11,NA,"10","6",8,"5","1","10",NA,"3",NA,"2",NA,1,14,1,14,1,15,1,15,1,15,1,13,1,14,1,NA,2,1,14,5,5,1,2,3,4,2,1,1,2,1,2,1,1,1,1,1,2,2,3,2,6,6,6,6,6,6,3,5,3,3,5,6,4,3,4,4,2,2,4,3,3,4,4,3,4,4,4,4,4,5,2,5,2,5,4,4,5,5,4,"6","2","3","2",8,1,2,2,1,1,4,6,36,36,36,15,9,30,13.3571428571429,6,7,11,8,18,12,56,24,17,41
21,8,4,1,2,NA,"2","12","6",8,"5","2","6",NA,"1",NA,"1",NA,1,20,1,20,1,20,2,NA,1,20,2,NA,1,20,1,NA,2,1,20,6,5,2,2,2,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,2,5,3,3,3,1,1,2,2,1,1,3,4,4,4,4,4,2,4,4,4,3,1,2,4,3,1,4,4,4,5,5,5,5,5,5,5,5,5,5,"6","2","1","2",1,1,6,1,1,1,1,2,15,9,1,4,1,12,4,6,8,12,9,19,4,52,25,25,50
16,9,3,1,1,11,NA,"10,13","5,6",8,"4","1","3,7,8,9,11","Omniromantic","1,3,5",NA,"2",NA,1,11,1,11,1,15,2,NA,1,12,2,NA,1,11,1,NA,2,1,12,4,5,5,5,4,5,6,5,6,6,6,6,6,3,4,5,6,2,3,6,6,6,6,6,6,4,5,6,6,5,5,6,6,4,5,5,5,5,4,5,5,4,5,5,5,4,5,5,4,5,3,1,4,2,2,1,2,5,4,3,"9","2","5","3",30,30,36,36,12,30,6,36,36,36,20,36,25,36,28.9285714285714,14,10,14,14,23,15,76,15,12,27
23,3,1,2,2,NA,"3","10","6",8,"5","1","6,7",NA,"2,3",NA,"2",NA,1,14,1,15,1,15,1,16,1,15,1,17,1,15,1,NA,2,1,15,2,5,1,1,1,3,2,4,2,5,3,5,2,1,1,6,6,2,1,6,6,6,6,6,6,6,6,5,6,5,5,6,6,4,3,2,3,1,4,5,4,2,5,5,2,2,5,5,3,5,5,2,5,4,5,5,4,5,5,5,"6","2","3","2",6,8,15,10,1,36,2,36,36,36,36,30,25,36,22.3571428571429,3,5,10,5,21,15,56,24,21,45
19,2,3,2,2,NA,"1,6","10,12","6",2,"4","1","6",NA,"1,5",NA,"2",NA,1,13,1,13,1,19,2,NA,1,16,1,11,1,13,1,NA,1,1,13,4,5,1,1,2,3,2,1,1,4,3,4,3,1,1,5,4,2,2,5,4,5,4,5,4,2,2,3,2,2,1,4,4,4,2,2,3,3,3,2,4,2,4,2,2,2,4,4,4,4,5,5,5,4,4,5,5,5,5,5,"6","1","5","2",6,1,12,12,1,20,4,20,20,20,4,6,2,16,10.2857142857143,4,4,11,7,15,10,47,24,24,48
17,6,3,2,1,11,NA,"10","6",8,"5","2","1,2,3,7",NA,"2",NA,"2",NA,1,15,1,16,2,NA,2,NA,2,NA,2,NA,1,16,2,NA,2,1,16,3,5,3,3,2,2,1,1,2,2,2,3,2,3,3,2,2,2,1,3,2,5,2,5,4,4,2,5,5,6,5,5,4,4,2,2,4,3,3,2,3,2,3,2,3,4,3,4,5,5,4,1,2,3,2,2,4,4,4,1,"6","2","2","1",2,2,4,6,9,4,2,6,10,20,8,25,30,20,10.5714285714286,8,4,12,8,18,8,50,16,11,27
17,8,1,2,1,12,NA,"10","6",8,"5","1","6,7,10,11","Omnisexual, demisexual","3,4,5,6","Agender, genderfaun","2",NA,1,10,1,14,1,15,1,17,2,NA,1,14,1,15,1,NA,1,1,16,4,5,2,3,2,6,2,5,4,4,3,6,5,4,3,6,4,3,1,4,3,6,3,6,5,5,3,4,3,5,3,6,5,4,4,3,5,4,4,4,4,5,5,4,5,4,5,5,5,5,4,3,4,5,4,4,3,5,5,4,"6","2","3","2",12,20,12,30,12,24,3,12,18,30,15,12,15,30,17.5,7,7,14,14,22,14,71,20,21,41
22,7,1,2,2,NA,"3","10","6",8,"6","3","2,9",NA,"3",NA,"2",NA,2,NA,1,16,2,NA,2,NA,2,NA,2,NA,1,16,1,NA,2,1,22,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,1,1,3,1,2,1,4,2,2,5,1,2,2,3,1,2,1,1,2,2,2,2,5,5,2,5,5,4,5,5,5,4,5,"6","2","3","3",1,1,1,1,1,1,1,1,1,8,1,1,3,2,1.71428571428571,3,4,10,3,13,5,35,23,22,45
17,3,1,2,1,11,NA,"10","6",2,"5","2","3,8",NA,"1",NA,"1",NA,1,11,1,12,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,2,NA,3,5,6,6,6,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,6,4,3,3,2,2,2,2,1,1,1,1,4,2,2,2,2,2,1,2,2,2,2,2,1,2,2,3,2,1,1,1,1,1,1,1,1,1,1,"6","1","1","1",4,1,1,1,1,4,1,1,24,9,4,4,1,1,4.07142857142857,18,4,7,6,8,6,31,5,5,10
17,5,1,3,1,12,NA,"10","6",8,"5","2","3",NA,"1",NA,"1",NA,1,12,1,13,2,NA,2,NA,2,NA,2,NA,1,13,1,NA,2,1,13,3,5,3,4,1,2,1,3,2,1,1,2,2,1,1,3,4,1,1,3,3,4,4,4,5,4,4,3,3,2,1,1,1,4,2,2,4,3,3,2,4,3,4,4,3,2,4,4,4,4,5,1,5,4,4,5,4,5,5,5,"6","2","1","1",2,6,1,4,1,12,1,9,16,20,16,9,2,1,7.14285714285714,8,4,12,9,15,12,52,23,20,43
16,7,1,2,1,11,NA,"12","6",8,"5","1","1,2,7",NA,"2",NA,"2",NA,1,10,1,12,1,12,1,11,1,15,1,11,1,11,1,NA,1,1,15,2,5,4,3,4,3,4,5,3,5,5,5,5,2,2,6,5,2,1,6,5,6,5,6,4,5,4,6,6,6,6,6,6,4,4,2,4,2,4,4,4,5,3,4,2,5,5,4,5,5,4,1,4,2,4,2,4,4,4,2,"6","2","2","1",12,15,25,25,4,30,2,30,30,24,20,36,36,36,23.2142857142857,11,6,13,9,22,12,62,20,11,31
20,8,1,2,2,NA,"4","10","6",2,"4","1","6",NA,"2",NA,"2",NA,1,16,1,17,2,NA,2,NA,2,NA,2,NA,1,17,1,NA,2,2,NA,2,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,6,6,5,5,5,NA,NA,1,1,1,1,4,5,4,5,4,4,5,5,4,5,5,2,2,5,5,4,4,2,1,1,2,2,1,1,1,1,3,"6","1","2","2",1,1,1,1,1,1,1,1,30,30,25,NA,1,1,NA,11,9,14,10,20,15,68,7,8,15
17,8,3,2,1,12,NA,"10","6",8,"4","1","4,7",NA,"1",NA,"2",NA,1,10,1,11,1,13,1,15,1,11,1,15,1,12,1,NA,2,1,14,3,5,4,4,2,4,4,3,2,5,5,3,3,2,2,4,3,2,1,5,5,3,1,5,4,2,1,2,3,3,2,4,4,4,3,4,5,5,4,4,5,5,4,3,5,4,5,5,4,5,4,2,4,5,2,4,4,5,4,5,"6","2","5","1",16,6,25,9,4,12,2,25,3,20,2,6,6,16,10.8571428571429,10,7,14,15,22,12,70,18,21,39
25,5,1,2,2,NA,"1","10,12","6",8,"5","1","3,4",NA,"1,5",NA,"2",NA,1,13,1,15,1,22,1,18,1,22,1,18,1,16,1,NA,2,1,17,5,5,3,3,5,2,1,2,2,3,2,4,2,4,2,5,3,2,1,4,2,6,3,5,4,3,2,1,1,4,2,5,4,4,2,2,4,3,4,5,4,3,5,2,4,4,5,4,3,4,4,2,3,4,4,4,3,4,4,5,"6","2","5","1",2,4,6,8,8,15,2,8,18,20,6,1,8,20,9,11,4,11,10,21,12,58,18,19,37
17,2,3,1,1,12,NA,"2,12","6",8,"5","2","6",NA,"2",NA,"2",NA,1,15,1,16,2,NA,1,15,1,16,1,13,1,17,1,NA,2,2,NA,4,5,2,2,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,6,6,5,5,6,6,6,6,2,2,1,3,4,2,3,5,2,4,4,5,2,1,4,3,4,2,2,4,4,4,2,4,4,4,2,4,5,5,5,"6","2","2","2",1,1,2,2,1,1,1,1,36,25,36,36,4,3,10.7142857142857,6,5,14,7,18,7,51,21,18,39
17,5,3,1,1,11,NA,"8","2",8,"5","2","4,7,8,11","Aromantic","1",NA,"2",NA,1,17,1,14,1,17,1,14,1,16,1,12,1,14,1,NA,1,1,14,3,5,2,2,2,3,2,1,2,1,1,3,3,1,1,4,4,2,3,1,1,6,6,4,5,3,3,1,1,1,1,2,3,4,4,3,5,3,2,2,3,2,4,4,5,1,2,3,3,4,3,1,4,4,4,2,3,3,5,4,"2","2","5","1",6,2,1,9,1,16,6,1,36,20,9,1,1,6,8.21428571428571,6,7,11,10,12,10,50,19,14,33
22,7,3,2,2,NA,"7","10,12","6",8,"4","1","1",NA,"2,5",NA,"1",NA,1,19,1,18,2,NA,2,NA,1,20,2,NA,1,18,2,NA,1,1,18,3,5,1,1,1,2,1,3,2,4,2,2,1,1,1,4,2,1,1,1,1,6,5,5,4,5,5,4,3,3,2,6,4,4,2,3,5,2,4,5,5,5,1,5,2,5,2,5,5,5,5,5,5,4,5,5,4,2,1,3,"6","2","4","1",2,6,8,2,1,8,1,1,30,20,25,12,6,24,10.4285714285714,3,5,15,9,24,8,61,20,19,39
17,6,1,2,1,12,NA,"10","6",8,"4","1","2,9,11","Polysexual","3",NA,"2",NA,1,10,1,15,2,NA,2,NA,1,17,2,NA,1,15,1,NA,2,1,15,1,5,2,2,2,5,2,4,2,6,3,2,2,1,1,4,1,5,1,6,2,6,3,6,3,4,2,2,1,1,1,3,4,4,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,4,2,5,5,5,5,4,5,5,5,"6","2","3","3",10,8,18,4,1,4,5,12,18,18,8,2,1,12,8.64285714285714,6,10,15,13,25,15,78,23,22,45
17,3,3,3,2,NA,"4","10","6",8,"6","1","1,7,9",NA,"2",NA,"2",NA,1,12,1,14,2,NA,2,NA,2,NA,2,NA,1,14,1,NA,2,1,14,4,5,1,1,1,6,3,6,3,6,2,4,2,4,2,1,5,3,2,4,3,6,3,6,3,6,1,4,4,3,2,6,4,4,3,4,5,5,2,2,5,5,5,5,5,5,5,5,5,5,4,1,5,5,4,2,2,5,4,5,"6","2","2","3",18,18,12,8,8,5,6,12,18,18,6,16,6,24,12.5,3,7,15,15,19,15,71,19,18,37
17,7,3,2,2,NA,"4","10","6",6,"4","2","4,7",NA,"1,3,4,5",NA,"2",NA,1,12,1,13,1,16,2,NA,1,15,2,NA,1,12,1,NA,1,1,16,4,5,3,2,4,1,2,1,1,6,3,2,1,1,1,4,4,1,1,4,4,6,6,6,6,4,6,6,2,2,2,3,3,4,4,4,5,2,2,3,4,5,1,1,2,1,1,3,4,5,4,4,4,4,4,2,4,5,5,5,"6","1","5","1",2,1,18,2,1,16,1,16,36,36,24,12,4,9,12.7142857142857,9,8,13,9,14,3,47,21,20,41
25,9,1,2,2,NA,"7","10","6",8,"4","2","7,9,10",NA,"3,4",NA,"2",NA,1,14,1,21,2,NA,1,21,2,NA,1,14,1,21,5,NA,1,2,NA,3,5,3,3,2,1,1,1,1,3,2,1,1,1,1,1,1,1,1,4,3,5,2,5,3,2,3,3,2,2,2,1,1,4,3,4,5,2,2,3,5,3,4,2,2,2,4,3,4,4,4,2,4,4,3,4,3,4,4,4,"6","2","3","2",1,1,6,1,1,1,1,12,10,15,6,6,4,1,4.71428571428571,8,7,14,7,14,10,52,18,18,36
17,2,3,1,1,12,NA,"7","2",1,"5","2","6",NA,"2",NA,"2",NA,1,15,1,15,1,16,1,16,2,NA,2,NA,1,15,1,NA,1,2,NA,5,5,3,4,2,1,1,3,2,1,1,1,2,1,1,1,2,1,1,1,1,6,6,6,6,6,6,6,6,5,5,1,6,4,2,3,2,2,1,2,3,3,5,5,1,2,4,3,3,2,2,1,4,5,4,2,1,2,2,3,"2","1","2","2",1,6,1,2,1,2,1,1,36,36,36,36,25,6,13.5714285714286,9,5,8,6,10,14,43,13,13,26
25,7,4,2,2,NA,"7","6","2",8,"6","1","6,7,10",NA,"2,4",NA,"2",NA,1,11,1,16,1,20,1,19,1,25,1,21,1,16,1,NA,2,1,17,2,5,1,1,1,1,2,2,1,4,4,3,3,1,2,2,1,1,1,2,2,5,5,5,4,5,4,3,3,4,3,5,4,4,2,2,4,2,2,2,4,3,4,3,2,1,3,2,3,3,5,4,5,4,5,4,5,3,5,4,"2","2","3","2",2,2,16,9,2,2,1,4,25,20,20,9,12,20,10.2857142857143,3,4,11,7,10,10,42,25,19,44
17,9,3,2,2,NA,"7","10","6",8,"4","1","2,11","Omnisexual","3,6","Agender","2",NA,1,12,1,14,2,NA,2,NA,2,NA,2,NA,1,15,1,NA,2,1,17,5,5,2,2,4,4,5,6,5,4,4,4,6,2,1,3,5,2,2,4,6,6,4,6,6,5,5,6,4,2,2,3,6,4,5,4,5,3,5,2,5,5,4,2,3,5,4,4,5,5,4,2,5,5,2,5,3,5,5,4,"6","2","3","1",20,30,16,24,2,15,4,24,24,36,25,24,4,18,19,8,9,15,11,21,10,66,19,21,40
22,7,1,2,2,NA,"6","10,16","6",8,"5","3","7,10",NA,"3,6","Genderqueer","2",NA,1,12,1,15,1,17,1,18,2,NA,1,13,1,15,1,NA,2,1,17,2,5,1,1,1,2,2,1,2,2,3,3,3,2,2,4,2,1,2,2,4,6,4,6,4,3,2,6,5,3,4,2,5,4,4,4,5,4,3,5,4,3,5,2,5,2,5,5,3,4,5,4,5,5,2,4,5,5,5,5,"6","2","3","2",4,2,6,9,4,8,2,8,24,24,6,30,12,10,10.6428571428571,3,8,12,12,19,12,63,22,23,45
16,9,1,2,1,11,NA,"10","6",8,"4","1","2",NA,"3",NA,"2",NA,2,NA,1,13,1,15,2,NA,1,14,1,15,1,14,1,NA,2,1,14,1,5,1,1,1,2,1,4,2,2,1,1,1,2,1,1,1,1,1,3,2,1,1,4,3,1,1,1,1,2,3,1,4,4,5,4,4,2,2,2,3,3,3,3,4,2,3,3,2,3,5,2,5,5,5,5,5,5,5,5,"6","2","3","1",2,8,2,1,2,1,1,6,1,12,1,1,6,4,3.42857142857143,3,9,9,9,12,9,48,25,22,47
17,3,1,2,1,11,NA,"10","6",8,"4","1","6,7,8,9,11","aegosexual / demisexual / cupiosexual","3,4,6","alexigender / genderfloren","2",NA,2,NA,1,14,2,NA,2,NA,1,15,2,NA,1,14,1,NA,2,1,15,2,5,1,1,2,2,1,2,1,2,1,2,1,2,1,1,1,2,1,2,1,6,5,6,5,4,3,4,3,3,2,5,5,4,5,5,5,4,5,5,5,5,4,3,4,5,4,5,5,5,4,2,3,4,2,2,3,5,4,3,"6","2","3","2",2,2,2,2,2,1,2,2,30,30,12,12,6,25,9.28571428571429,4,10,15,13,25,11,74,16,16,32
16,7,3,3,1,12,"4","10,11","6",8,"5","1","2,6,7",NA,"3,5",NA,"2",NA,1,15,1,14,2,NA,2,NA,2,NA,1,14,1,14,1,NA,2,1,15,3,5,2,1,2,2,1,2,1,2,1,2,1,2,1,3,2,1,1,1,1,5,4,4,3,6,4,2,1,3,2,3,2,4,4,4,4,3,3,2,5,3,1,2,2,2,1,2,4,3,5,2,5,5,4,5,4,5,5,5,"6","2","3","2",2,2,2,2,2,6,1,1,20,12,24,2,6,6,6.28571428571429,5,8,13,8,12,4,45,23,22,45
16,7,2,2,1,11,NA,"6,10,11,12","2,6",8,"5","1","4,7,9",NA,"1,5",NA,"2",NA,2,NA,1,12,2,NA,2,NA,1,12,1,13,1,12,1,NA,2,1,15,2,5,2,2,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,5,5,5,6,5,4,6,5,5,4,5,4,4,3,4,3,2,3,3,3,2,3,1,3,2,2,2,4,5,5,4,5,5,4,5,5,5,3,5,"9","2","5","3",1,1,1,4,1,1,1,1,25,30,20,30,20,20,11.1428571428571,6,7,10,7,15,6,45,22,24,46
16,8,1,2,1,11,NA,"6,8","2",8,"5","1","6",NA,"1",NA,"1",NA,1,12,1,12,1,14,1,15,1,14,1,12,1,12,1,NA,1,1,13,3,5,6,6,3,3,1,4,1,1,1,3,3,2,2,2,1,2,1,2,1,5,1,5,3,3,2,5,3,3,3,6,6,4,5,5,4,1,4,5,5,3,4,4,3,4,2,3,5,4,1,2,2,2,2,1,1,2,1,1,"2","2","1","2",3,4,1,9,4,2,2,2,5,15,6,15,9,36,8.07142857142857,15,10,14,7,20,10,61,7,8,15
17,5,1,1,1,11,NA,"6","2,6",8,"5","2","6",NA,"4",NA,"2",NA,1,13,1,13,1,16,1,17,1,13,1,14,1,13,1,NA,2,2,NA,2,5,1,1,3,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,6,6,6,6,6,6,3,3,4,4,4,4,4,2,2,2,2,1,1,2,2,5,2,3,4,5,2,2,5,5,4,4,2,5,4,3,4,5,3,"9","2","3","2",2,2,1,1,2,1,1,1,36,36,36,9,16,16,11.4285714285714,5,4,6,7,13,12,42,22,17,39
16,3,3,3,1,12,NA,"7","4",7,"5","2","6",NA,"2",NA,"2",NA,1,14,1,16,2,NA,1,13,2,NA,1,13,1,16,1,NA,1,2,NA,3,5,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,5,2,5,3,5,3,2,4,6,5,4,4,4,1,2,3,3,1,1,2,2,2,1,1,1,1,1,1,2,4,2,5,4,4,4,3,4,4,5,"4","3","2","2",2,1,1,2,1,1,1,1,10,15,15,8,30,16,7.42857142857143,4,3,6,6,6,4,25,20,19,39
17,7,1,2,1,11,NA,"10","6",8,"5","2","6",NA,"1",NA,"1",NA,1,NA,1,15,1,16,1,15,2,NA,1,15,1,15,1,NA,1,1,16,3,5,2,1,1,3,3,1,2,1,2,1,1,2,1,4,5,1,1,4,3,5,4,3,2,2,1,4,4,1,1,3,3,4,1,1,4,4,2,4,3,4,4,2,2,2,5,3,3,4,5,5,5,5,5,5,5,5,5,5,"6","2","1","2",9,2,2,1,2,20,1,12,20,6,2,16,1,9,7.35714285714286,4,2,10,10,15,11,48,25,25,50
21,8,3,2,2,NA,"6","12","6",2,"5","2","4,6",NA,"1",NA,"1",NA,1,14,1,14,1,20,1,18,1,20,2,NA,1,16,1,NA,1,2,NA,4,5,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,4,2,1,1,1,1,3,2,5,5,4,3,2,2,1,2,2,3,2,1,4,2,3,3,4,3,2,4,1,2,2,2,1,2,2,1,4,"6","1","1","2",1,1,1,1,1,1,1,1,8,8,1,1,6,25,4.07142857142857,13,5,8,5,13,8,39,11,10,21
16,8,2,1,1,11,NA,"6","2",8,"5","2","10",NA,"2,3,4",NA,"2",NA,1,14,1,14,2,NA,2,NA,1,16,2,NA,1,14,1,NA,2,1,14,NA,5,1,1,1,1,1,1,1,3,2,2,2,1,1,1,1,1,1,1,2,6,6,6,6,6,6,4,5,3,3,4,5,4,2,2,4,2,3,3,4,3,2,2,2,3,2,4,3,3,5,4,5,5,5,5,4,5,5,5,"2","2","3","2",1,1,6,4,1,1,1,2,36,36,36,20,9,20,12.4285714285714,3,4,11,7,16,6,44,24,24,48
17,3,1,2,1,11,NA,"12","6",6,"6","1","11","Nomasexual","6","Paragirl","1",NA,1,17,1,8,1,17,1,17,2,NA,1,17,1,14,1,NA,1,1,17,3,5,4,3,2,5,1,4,5,4,3,6,4,3,1,1,1,6,1,6,4,6,6,2,4,6,6,6,5,2,1,5,6,4,4,5,3,4,2,4,5,5,3,5,5,3,5,4,5,5,4,4,4,5,2,5,4,5,3,5,"6","1","4","2",5,20,12,24,3,1,6,24,36,8,36,30,2,30,16.9285714285714,9,9,13,14,18,13,67,17,24,41
20,9,3,2,2,NA,"1,6","10","6",8,"5","2","3",NA,"1",NA,"1",NA,1,10,1,12,1,17,2,NA,1,17,2,NA,1,12,1,NA,1,2,NA,2,5,1,1,1,2,1,3,2,3,3,2,3,2,1,4,4,2,3,3,2,6,5,5,3,3,2,2,1,1,2,2,4,4,2,2,5,1,2,2,4,2,2,1,2,1,2,3,4,2,5,5,5,2,4,5,4,5,4,5,"6","2","1","1",2,6,9,6,2,16,6,6,30,15,6,2,2,8,8.28571428571429,3,4,13,5,10,5,37,22,22,44
18,3,1,2,1,12,NA,"10","6",6,"5","1","2,7,8",NA,"2",NA,"2",NA,1,14,1,17,2,NA,2,NA,2,NA,2,NA,1,16,1,NA,1,1,16,3,5,2,2,1,6,5,5,4,5,3,5,5,5,5,4,5,5,4,5,5,6,2,3,4,6,4,5,6,6,6,6,6,4,4,5,5,4,4,3,5,2,5,5,2,2,5,5,4,5,5,2,5,2,5,3,5,4,3,4,"6","1","2","1",30,20,15,25,25,20,20,25,12,12,24,30,36,36,23.5714285714286,5,9,14,8,19,15,65,23,15,38
16,2,3,1,1,11,NA,"2","3",8,"5","2","1,9",NA,"3",NA,"2",NA,2,NA,1,13,2,NA,2,NA,1,16,2,NA,1,13,1,NA,2,2,NA,3,5,3,2,2,3,2,1,1,3,2,4,2,2,2,3,2,1,1,2,2,6,4,6,4,6,5,6,6,5,4,5,5,4,2,2,4,2,4,4,3,3,2,2,2,2,2,3,4,4,4,2,4,4,4,3,3,5,4,4,"3","2","3","3",6,1,6,8,4,6,1,4,24,24,30,36,20,25,13.9285714285714,7,4,11,7,17,6,45,19,18,37
24,7,1,3,2,NA,"3","16","6",8,"4","1","10",NA,"3",NA,"2",NA,1,15,1,15,1,16,1,18,1,16,1,18,1,15,1,NA,2,1,16,3,5,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,6,3,3,2,4,3,5,3,5,4,4,3,2,5,4,5,5,5,4,5,5,4,5,4,5,5,5,4,2,2,2,2,2,1,3,2,2,"6","2","3","2",1,1,1,1,1,1,1,1,15,18,6,12,15,20,6.71428571428571,6,5,15,12,25,14,71,11,11,22
