"AgeCurrent","Location","SchoolType","SchoolLocation","SchoolYear","SchoolYearTEXT","SchoolFinish","IdentityEthnicity","IdentityRace","IdentityReligion","IdentityDisability","IdentityNeuro","IdentitySexuality","IdentitySexualityTEXT","IdentityGender","IdentityGenderTEXT","IdentitySex","IdentitySexTEXT","MAttraction","MAttractionTEXT","MSelfIdentity","MSelfIdentityTEXT","MSAHom","MSAHomTEXT","MSAHet","MSAHetTEXT","MRHom","MRHomTEXT","MRHet","MRHetTEXT","MComingOut","MComingOutTEXT","MComingOutWho2","MComingOutWho2TEXT","MComingOut3","MComingOutFamily4","MComingOutFamily4TEXT","RPDS","ACQ","IntHom1","IntHom2","IntHom3","HSS1Q1","HSS1Q2","HSS2Q1","HSS2Q2","HSS3Q1","HSS3Q2","HSS4Q1","HSS4Q2","HSS5Q1","HSS5Q2","HSS6Q1","HSS6Q2","HSS7Q1","HSS7Q2","HSS8Q1","HSS8Q2","HSS9Q1","HSS9Q2","HSS10Q1","HSS10Q2","HSS11Q1","HSS11Q2","HSS12Q1","HSS12Q2","HSS13Q1","HSS13Q2","HSS14Q1","HSS14Q2","ACQ2","DERS1","DERS2","DERS3","DERS4","DERS5","DERS6","DERS7","DERS8","DERS9","DERS10","DERS11","DERS12","DERS13","DERS14","DERS15","DERS16","SASI1","SASI2","SASI3","SASI4","SASI5","SASI6","SASI7","SASI8","SASI9","SASI10","RaceDemog","ReligionDemog","GenderGroup","SexualityGroup","HSS1","HSS2","HSS3","HSS4","HSS5","HSS6","HSS7","HSS8","HSS9","HSS10","HSS11","HSS12","HSS13","HSS14","SMA_RSS","IntHom","Clarity","Goals","Impulse","Strategies","Nonacceptance","DERS","goodsasi","badsasi","SASI"
17,3,2,2,1,12,NA,"9","1",6,"4","2","4,6,8",NA,"2",NA,"2",NA,1,14,1,15,1,14,1,13,2,NA,1,12,1,14,1,NA,2,2,NA,1,5,4,4,3,5,2,5,1,3,1,4,1,3,2,2,1,3,2,4,3,6,3,6,4,5,3,4,3,5,3,6,4,4,5,5,4,4,4,4,4,5,5,5,3,4,4,4,4,5,2,1,3,3,2,2,2,2,3,3,"1","1","2","2",10,5,3,4,6,2,6,12,18,24,15,12,15,24,11.1428571428571,11,10,12,12,21,14,69,12,11,23
21,9,3,2,2,NA,"1,6","10","6",8,"5","1","1,2",NA,"3",NA,"2",NA,1,16,1,16,1,19,2,NA,1,19,1,13,1,16,1,NA,1,1,18,3,5,1,1,1,1,1,2,1,4,4,3,3,2,3,4,3,2,1,2,3,5,5,5,5,2,4,5,6,3,4,5,6,4,3,2,4,2,2,1,5,2,4,4,2,2,4,3,2,4,5,5,4,5,5,5,4,5,5,5,"6","2","3","1",1,2,16,9,6,12,2,6,25,25,8,30,12,30,13.1428571428571,3,5,11,6,12,12,46,23,25,48
24,9,1,2,2,NA,"1","10","6",8,"5","1","1",NA,"2",NA,"2",NA,1,14,1,23,1,14,1,17,1,23,1,17,1,23,2,NA,2,2,NA,3,5,2,2,1,5,2,6,5,2,2,5,3,3,2,3,3,2,1,4,2,6,5,6,5,6,5,6,5,5,4,5,3,4,3,2,5,2,2,3,5,2,4,2,1,3,4,5,4,5,5,2,4,2,2,2,5,5,5,3,"6","2","2","1",10,30,4,15,6,9,2,8,30,30,30,30,20,15,17.0714285714286,5,5,14,5,18,10,52,21,14,35
23,7,3,3,2,NA,"3","10,12","6",8,"5","2","2,7",NA,"2",NA,"2",NA,1,12,1,13,1,16,1,16,2,NA,2,NA,1,13,5,NA,2,1,18,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,4,4,3,3,3,4,2,2,3,4,4,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,"6","2","2","1",1,1,1,1,1,1,1,1,8,16,9,12,4,12,4.92857142857143,3,4,5,3,5,3,20,25,25,50
17,2,3,1,1,12,NA,"12,16","6",8,"5","3","6,7",NA,"1,5,6","Transmasc","2",NA,1,11,1,12,1,13,2,NA,1,13,1,17,1,13,1,NA,2,1,14,3,5,3,3,4,5,3,4,5,6,4,2,4,2,1,5,4,4,3,3,6,5,5,5,5,4,4,5,5,4,3,6,4,4,4,4,5,2,3,3,4,5,4,4,3,3,5,5,4,5,4,5,3,2,2,2,3,4,3,4,"6","2","5","2",15,20,24,8,2,20,12,18,25,25,16,25,12,24,17.5714285714286,10,8,13,10,19,13,63,15,17,32
23,3,6,1,2,NA,"1,6","10","6",6,"4","1","6",NA,"3,5",NA,"2",NA,1,17,1,13,1,17,1,18,1,18,2,NA,1,17,3,NA,2,1,18,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,3,5,4,5,3,5,4,3,3,4,4,3,2,4,3,2,2,4,2,2,1,2,2,3,2,3,3,5,1,5,5,5,5,5,5,5,5,"6","1","3","2",1,1,1,1,1,1,1,1,20,15,20,15,12,12,7.28571428571429,3,5,11,7,11,6,40,25,21,46
17,6,3,2,1,12,NA,"10","1,6",8,"6","3","2,7,8,9,11","Demiromantic","3,5",NA,"2",NA,2,NA,1,14,2,NA,2,NA,1,14,1,13,1,13,1,NA,2,1,14,2,5,2,2,2,4,3,4,2,3,3,2,3,3,1,6,4,2,1,4,2,6,5,5,5,5,4,4,4,5,3,6,5,4,4,4,5,2,4,5,5,2,5,5,4,4,5,5,5,5,4,3,4,5,2,2,3,5,4,4,"9","2","3","3",12,8,9,6,3,24,2,8,30,25,20,16,15,30,14.8571428571429,6,8,15,8,23,15,69,17,19,36
21,7,1,2,2,NA,"1","8","2",1,"5","2","1,11","Demi","2",NA,"2",NA,1,8,1,13,1,13,1,20,1,13,1,12,1,13,5,NA,2,1,21,3,5,2,2,1,2,1,2,3,2,2,3,3,1,1,1,1,1,1,2,2,6,5,6,5,6,5,4,6,3,4,1,3,4,1,1,2,1,1,2,2,2,1,3,1,3,2,4,2,3,5,5,5,5,5,5,5,5,3,5,"2","1","2","1",2,6,4,9,1,1,1,4,30,30,30,24,12,3,11.2142857142857,5,2,6,4,13,6,31,23,25,48
16,3,1,2,1,11,NA,"10","6",8,"5","2","2,6",NA,"2",NA,"2",NA,1,14,1,14.2,2,NA,1,16,1,15,1,16,1,14,1,NA,2,2,NA,6,5,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,5,2,3,2,1,1,2,2,3,3,4,2,3,3,1,2,2,2,1,2,2,1,2,3,2,2,2,5,4,4,2,4,4,4,5,5,4,"6","2","2","2",2,1,1,1,1,1,1,1,10,10,6,1,4,9,3.5,5,5,7,3,10,7,32,22,19,41
21,7,3,2,2,NA,"6","7,10,11","4",8,"5","2","10",NA,"4",NA,"2",NA,1,16,1,18,1,18,1,20,1,17,1,16,1,20,5,NA,2,1,20,4,5,2,2,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,6,6,6,5,6,5,3,4,4,4,4,4,4,3,3,5,3,4,4,5,4,5,3,4,3,4,5,5,5,5,2,4,5,5,5,5,5,5,5,"4","2","3","2",1,1,1,2,2,1,1,1,36,30,30,12,16,16,10.7142857142857,6,6,15,11,21,12,65,24,22,46
16,5,3,1,1,11,NA,"10","6",8,"5","2","6",NA,"4",NA,"2",NA,1,13,1,14,2,NA,2,NA,2,NA,2,NA,1,14,2,NA,2,1,14,2,5,2,2,1,2,2,1,2,3,2,2,2,1,1,4,4,1,1,2,2,6,6,5,6,6,5,3,4,3,4,4,3,4,3,4,5,1,2,2,5,4,3,5,2,4,5,5,4,5,5,4,4,5,5,5,4,5,5,5,"6","2","3","2",4,2,6,4,1,16,1,4,36,30,30,12,12,12,12.1428571428571,5,7,14,7,18,13,59,23,24,47
16,3,2,2,1,11,NA,"10,11,12","6",8,"5","1","10",NA,"3",NA,"2",NA,1,11,1,12,2,NA,1,13,2,NA,1,13,1,12,1,NA,2,2,NA,2,5,1,1,1,3,2,5,6,3,4,2,3,2,2,4,4,3,3,5,5,6,4,5,4,5,5,6,5,3,3,6,6,4,2,2,2,3,2,2,5,1,4,1,5,1,4,3,5,3,5,5,5,5,4,5,5,5,5,5,"6","2","3","2",6,30,12,6,4,16,9,25,24,20,25,30,9,36,18,3,4,12,9,11,9,45,24,25,49
16,9,1,2,1,12,NA,"10,11,12","6",8,"5","1","6",NA,"2",NA,"2",NA,1,11,1,14,2,NA,1,16,2,NA,1,13,1,14,1,NA,1,1,15,6,5,2,2,3,1,2,1,2,4,3,2,2,1,1,1,1,1,1,1,1,4,3,5,4,3,2,1,1,2,3,4,3,4,4,4,5,2,5,5,4,2,4,4,2,2,4,4,3,4,4,2,3,4,4,2,2,3,3,4,"6","2","2","2",2,2,12,4,1,1,1,1,12,20,6,1,6,12,5.78571428571429,7,8,12,6,20,12,58,16,15,31
16,8,1,2,1,11,NA,"10,12,16","6",8,"4","1","7,9,10",NA,"3,4",NA,"2",NA,1,12,1,12,1,12,2,NA,1,12,2,NA,1,12,1,NA,2,1,12,3,5,1,1,1,2,2,1,1,5,4,2,2,1,1,3,2,2,1,3,2,4,3,4,3,3,2,6,5,4,2,4,3,4,5,5,2,2,4,1,3,4,5,5,3,3,5,5,2,4,5,2,5,5,2,2,4,1,2,2,"6","2","3","2",4,1,20,4,1,6,2,6,12,12,6,30,8,12,8.85714285714286,3,10,7,9,17,15,58,18,12,30
17,3,1,2,2,NA,"7","6,10","2,6",2,"5","2","4",NA,"1,5",NA,"2",NA,1,13,1,13,1,17,2,NA,1,11,1,14,1,13,5,NA,1,1,16,6,5,1,1,1,6,1,6,2,6,3,6,3,6,2,6,2,4,1,6,6,6,4,6,5,6,5,6,6,6,5,6,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,3,4,4,4,5,4,1,"9","1","5","1",6,12,18,18,12,12,4,36,24,30,30,36,30,30,21.2857142857143,3,10,15,15,25,15,80,22,15,37
17,5,3,1,1,12,NA,"6,10,12","6",8,"5","2","1,2,3,7",NA,"2",NA,"2",NA,1,11,1,12,2,NA,2,NA,2,NA,1,14,1,15,1,NA,2,2,NA,4,5,3,2,5,2,1,2,2,1,1,4,3,1,1,2,1,3,1,5,3,6,6,6,5,5,6,3,3,2,2,6,5,4,4,3,4,2,2,4,3,3,3,2,3,1,2,1,2,3,5,4,4,2,4,4,2,5,4,3,"6","2","2","1",2,4,1,12,1,2,3,15,36,30,30,9,4,30,12.7857142857143,10,7,9,8,11,7,42,19,18,37
17,8,1,3,1,12,NA,"17","6",6,"5","1","2",NA,"4",NA,"2",NA,1,13,1,14,1,17,2,NA,1,17,1,14,1,14,1,NA,2,1,15,5,5,2,1,4,2,1,3,1,1,1,4,3,1,1,2,1,3,2,2,4,5,3,4,4,3,2,1,1,1,1,1,3,4,5,4,5,3,4,5,2,5,5,3,3,4,4,2,4,5,5,2,3,3,2,3,2,5,4,5,"6","1","3","1",2,3,1,12,1,2,6,8,15,16,6,1,1,3,5.5,7,9,11,11,20,12,63,16,18,34
17,3,4,1,1,11,NA,"10,11,12","6",8,"4","1","6",NA,"1,5",NA,"2",NA,1,12,1,13,1,16,2,NA,1,14,2,NA,1,14,5,NA,2,1,14,2,5,4,4,4,5,4,5,3,5,5,5,5,4,4,5,6,4,4,6,6,6,6,6,6,6,6,4,5,4,4,6,6,4,5,5,4,5,5,5,4,5,4,2,5,4,4,5,5,5,4,2,4,4,2,2,2,2,5,2,"6","2","5","2",20,15,25,25,16,30,16,36,36,36,36,20,16,36,25.9285714285714,12,10,13,15,24,10,72,17,12,29
16,7,1,3,1,11,NA,"10","6",8,"5","2","1,2",NA,"2",NA,"2",NA,1,13,1,13,1,15,2,NA,1,15,2,NA,1,14,1,NA,2,2,NA,3,5,4,2,4,2,1,1,1,3,4,2,2,2,1,3,2,2,2,3,2,5,2,4,2,4,2,4,3,4,3,5,4,4,2,2,4,1,3,2,4,1,3,3,1,1,3,3,3,2,5,2,4,2,2,4,5,5,5,5,"6","2","2","1",2,1,12,4,2,6,4,6,10,8,8,12,12,20,7.64285714285714,10,4,11,3,11,9,38,21,18,39
22,9,3,2,2,NA,"1,6","10","6",8,"4","1","7",NA,"1,5",NA,"2",NA,1,13,1,14,1,19,2,NA,1,20,2,NA,NA,NA,NA,NA,NA,1,21,3,5,4,4,4,4,2,2,2,6,4,4,3,1,1,6,5,3,2,6,5,5,5,6,5,3,3,3,3,1,2,5,4,4,3,4,4,3,2,3,4,3,2,2,2,3,3,2,3,4,5,2,2,2,2,2,2,3,2,2,"6","2","5","4",8,4,24,12,1,30,6,30,25,30,9,9,2,20,15,12,7,11,8,14,7,47,13,11,24
17,5,1,2,1,12,NA,NA,"6",8,"5","2","6,7",NA,"3,5,6","Genderqueer","2",NA,1,12,1,14,2,NA,1,17,1,17,2,NA,1,14,1,NA,1,1,14,3,5,1,1,1,4,2,1,1,5,4,3,4,1,1,4,4,1,1,1,1,4,3,4,4,3,3,4,6,1,1,5,6,4,2,1,4,1,1,1,2,1,2,2,1,1,2,1,2,2,5,5,5,5,5,5,5,5,5,5,"6","2","3","2",8,1,20,12,1,16,1,1,12,16,9,24,1,30,10.8571428571429,3,3,8,3,6,6,26,25,25,50
17,9,1,2,1,12,NA,"10","6",8,"5","3","6",NA,"3",NA,"1",NA,1,13,1,14,1,16,2,NA,1,15,2,NA,1,15,1,NA,1,1,16,5,5,2,2,2,2,2,2,2,3,2,3,2,1,1,3,2,3,3,3,2,5,5,3,3,2,2,2,2,2,2,3,3,4,4,4,5,4,2,4,4,4,5,5,3,4,4,4,4,5,4,4,5,5,4,4,4,5,5,5,"6","2","3","2",4,4,6,6,1,6,9,6,25,9,4,4,4,9,6.92857142857143,6,8,13,11,19,14,65,22,23,45
22,7,1,3,2,NA,"7","12","6",8,"5","2","6,7,10",NA,"2",NA,"2",NA,1,14,1,17,2,NA,1,16,2,NA,1,16,1,17,6,"Boyfriend",2,1,21,3,5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,4,1,5,4,4,3,1,1,1,1,2,2,4,4,4,4,1,2,3,4,1,4,3,1,3,4,3,4,4,4,2,4,4,4,2,2,3,4,4,"6","2","2","2",1,1,1,1,1,2,1,4,4,20,12,1,1,4,3.85714285714286,4,8,12,3,15,11,49,18,15,33
18,3,1,1,2,NA,"1","10","6",8,"5","1","1,7",NA,"2,3",NA,"2",NA,1,9,1,9,1,17,2,NA,2,NA,2,NA,1,11,1,NA,1,1,12,2,5,3,3,4,2,1,1,1,1,2,3,3,1,1,1,2,1,1,2,2,2,6,3,6,3,6,4,6,1,2,2,4,4,4,4,5,3,4,5,5,4,5,5,2,2,5,5,5,5,4,1,2,2,2,2,2,5,4,2,"6","2","3","1",2,1,2,9,1,2,1,4,12,18,18,24,2,8,7.42857142857143,10,8,15,9,21,15,68,14,12,26
25,8,1,1,2,NA,"3","10","6",8,"5","2","1",NA,"2",NA,"2",NA,1,18,1,16,1,20,2,NA,1,20,2,NA,1,16,5,NA,2,2,NA,3,5,5,5,4,6,6,4,6,5,6,5,5,5,5,5,5,4,4,3,4,5,5,5,5,5,5,5,5,3,3,6,6,4,4,4,4,4,2,3,4,3,1,2,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,"6","2","2","1",36,24,30,25,25,25,16,12,25,25,25,25,9,36,24.1428571428571,14,8,12,11,17,7,55,10,10,20
17,3,2,1,1,12,NA,"6,8","6",8,"5","2","2,6,7,10",NA,"2",NA,"2",NA,1,9,1,10,1,13,1,14,1,13,1,15,1,13,6,"Was a girl i was interested in- we ended up dating",2,1,15,3,5,1,1,1,2,2,1,1,4,3,1,3,1,2,2,4,1,1,1,1,3,4,2,2,2,3,3,3,3,3,4,4,4,2,2,4,2,2,2,4,5,2,4,2,2,2,4,4,4,5,2,5,5,5,5,4,5,5,5,"6","2","2","2",4,1,12,3,2,8,1,1,12,4,6,9,9,16,6.28571428571429,3,4,12,9,14,8,47,24,22,46
17,3,1,2,1,12,NA,"10","6",6,"4","2","2,6,8",NA,"2",NA,"2",NA,1,14,1,14,1,17,2,NA,1,15,1,16,1,14,1,NA,2,1,14,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,3,1,1,2,1,1,1,1,4,2,2,2,1,1,1,5,3,2,1,2,2,3,2,4,4,5,2,5,5,5,5,5,5,5,5,"6","1","2","2",1,1,1,1,1,1,1,1,3,9,3,2,1,1,1.92857142857143,3,4,11,6,10,6,37,25,22,47
24,7,3,3,2,NA,"3","12","6",8,"5","2","2,6",NA,"3,4",NA,"1",NA,1,13,1,14,1,12,1,14,2,NA,1,15,1,14,3,NA,1,1,14,4,5,1,2,2,4,2,3,3,5,4,5,3,4,4,6,4,3,2,4,3,5,3,5,3,4,3,5,4,2,2,4,3,4,4,4,4,2,4,3,4,2,5,4,2,3,4,4,1,4,4,2,4,5,5,4,4,4,4,5,"6","2","3","2",8,9,20,15,16,24,6,12,15,15,12,20,4,12,13.4285714285714,5,8,9,6,18,13,54,21,20,41
17,9,3,2,1,12,"8","10","6",8,"5","1","6,7",NA,"2,4",NA,"2",NA,1,14,1,14,1,15,2,NA,1,14,1,16,1,14,1,NA,2,1,14,4,5,2,2,2,1,2,1,1,2,2,1,2,1,1,2,1,1,1,3,2,6,5,6,6,6,6,5,4,2,2,2,3,4,5,4,4,2,5,4,3,3,4,2,3,4,2,4,4,4,5,5,5,5,5,5,5,4,5,5,"6","2","3","2",2,1,4,2,1,2,1,6,30,36,36,20,4,6,10.7857142857143,6,9,11,8,21,8,57,25,24,49
17,7,1,2,1,11,NA,"11","6",8,"4","1","4,6,7",NA,"1,5",NA,"2",NA,1,12,1,12,2,NA,1,11,1,13,1,10,1,12,1,NA,1,1,13,1,5,1,1,1,5,4,4,2,6,6,5,4,3,1,6,6,4,2,6,5,4,2,6,3,6,3,6,4,2,1,6,6,4,5,5,5,4,5,5,5,3,5,2,2,4,5,5,5,5,4,3,4,2,3,3,4,5,3,5,"6","2","5","2",20,8,36,20,3,36,8,30,8,18,18,24,2,36,19.0714285714286,3,10,15,9,24,12,70,18,18,36
20,3,3,2,2,NA,"1,6","10","6",8,"5","2","2,7",NA,"1,5",NA,"2",NA,1,10,1,15,1,17,1,8,2,NA,2,NA,1,17,1,NA,1,1,18,3,5,2,2,2,1,1,2,2,4,3,2,3,1,1,5,4,1,1,4,5,5,5,6,6,3,2,6,6,2,2,3,4,4,2,2,3,1,1,2,4,2,3,5,2,2,3,5,3,3,4,3,4,4,4,3,2,5,5,5,"6","2","5","1",1,4,12,6,1,20,1,20,25,36,6,36,4,12,13.1428571428571,6,4,10,5,13,11,43,19,20,39
22,7,3,3,2,NA,"1","10","6",8,"5","2","6",NA,"2",NA,"2",NA,1,17,1,19,1,17,1,16,2,NA,1,15,1,19,1,NA,2,2,NA,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,4,1,5,2,5,1,3,1,1,1,6,4,4,2,3,5,1,1,1,4,4,2,1,1,1,2,2,5,5,5,5,5,5,4,5,5,5,5,5,"6","2","2","2",1,1,1,1,1,4,1,1,4,10,5,3,1,24,4.14285714285714,3,5,14,6,10,5,40,24,25,49
21,9,3,2,2,NA,"7","10","6",6,"6","1","6,7",NA,"4,5",NA,"2",NA,1,12,1,13,1,15,1,13,1,15,1,13,1,13,1,NA,2,1,13,4,5,1,1,1,1,1,1,1,5,2,1,1,1,1,5,3,2,1,6,3,3,1,5,3,1,1,2,3,5,3,6,3,4,4,2,4,2,3,3,5,4,5,5,2,1,5,5,5,5,5,5,5,5,4,5,5,4,5,5,"6","1","3","2",1,1,10,1,1,15,2,18,3,15,1,6,15,18,7.64285714285714,3,6,14,8,17,15,60,24,24,48
26,9,3,3,2,NA,"3","10","6",6,"4","1","2,7,8,10",NA,"2",NA,"2",NA,1,14,1,16,2,NA,2,NA,2,NA,2,NA,1,22,1,NA,2,2,NA,3,5,3,2,2,3,1,4,3,4,4,5,4,2,2,5,4,3,3,5,5,5,3,5,5,4,3,5,5,5,5,6,6,4,4,3,4,2,2,2,5,3,2,2,3,3,2,3,3,4,4,2,2,3,2,1,2,3,2,3,"6","1","2","2",3,12,16,20,4,20,9,25,15,25,12,25,25,36,17.6428571428571,7,7,12,8,14,6,47,12,12,24
22,6,1,3,2,NA,"6","10,12","6",8,"4","1","3,4,7",NA,"1",NA,"1",NA,1,14,1,14,1,17,2,NA,1,18,1,13,1,14,1,NA,1,1,14,3,5,1,1,2,1,1,1,1,2,3,1,1,1,1,6,3,1,1,2,2,2,1,2,3,1,2,4,5,1,1,6,6,4,3,3,5,2,2,1,2,2,4,1,2,2,3,4,2,2,5,4,4,5,4,5,5,5,5,5,"6","2","1","1",1,1,6,1,1,18,1,4,2,6,2,20,1,36,7.14285714285714,4,6,9,6,11,8,40,23,24,47
16,8,3,2,1,11,NA,"10","6",8,"5","1","6,7",NA,"5",NA,"2",NA,1,11,1,12,1,16,1,16,1,16,1,12,1,12,5,NA,1,1,14,1,5,3,2,1,6,5,6,6,2,2,5,4,4,3,3,3,2,1,4,5,5,5,5,4,4,4,4,4,2,2,4,4,4,2,2,4,3,1,1,2,2,4,4,1,2,4,2,3,4,5,5,4,5,4,5,5,5,5,5,"6","2","5","2",30,36,4,20,12,9,2,20,25,20,16,16,4,16,16.4285714285714,6,4,9,6,10,12,41,23,25,48
25,8,2,2,2,NA,"3","10","6",8,"5","1","7",NA,"3",NA,"2",NA,1,10,1,16,1,13,1,14,1,21,1,16,1,17,1,NA,2,1,20,3,5,1,1,1,2,1,1,1,3,1,2,1,2,1,3,2,1,1,3,2,6,3,4,3,3,2,3,2,4,2,5,4,4,3,3,2,1,1,1,2,1,2,2,1,1,2,2,2,2,5,4,4,4,3,5,5,5,4,5,"6","2","3","4",2,1,3,2,2,6,1,6,18,12,6,6,8,20,6.64285714285714,3,6,6,3,7,6,28,21,23,44
21,9,1,2,2,NA,"1,6","10,11,12","6",8,"4","1","1,7",NA,"2",NA,"2",NA,1,14,1,14,1,15,1,13,2,NA,1,15,1,14,2,NA,1,1,14,4,5,2,2,3,2,2,3,3,3,3,3,3,3,3,5,5,3,3,2,2,5,5,6,6,5,5,5,5,5,5,6,6,4,3,3,4,2,2,2,4,2,2,2,3,2,2,2,3,3,4,4,4,3,4,3,3,4,4,4,"6","2","2","1",4,9,9,9,9,25,9,4,25,36,25,25,25,36,17.8571428571429,7,6,11,7,11,6,41,19,18,37
17,3,3,2,1,12,NA,"12","6",2,"5","1","4,9",NA,"4",NA,"2",NA,2,NA,1,17,2,NA,2,NA,2,NA,2,NA,1,17,1,NA,2,2,NA,3,5,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,5,4,6,5,6,5,4,2,2,4,1,2,1,3,2,5,2,1,2,5,3,2,3,5,4,4,5,4,4,4,2,4,1,"6","1","3","3",1,1,1,1,1,1,1,1,36,36,36,20,30,30,14,7,4,9,4,11,12,40,21,16,37
17,5,3,2,1,12,NA,"10","6",8,"5","2","3",NA,"1",NA,"1",NA,1,8,1,15,1,16,2,NA,1,16,2,NA,1,15,1,NA,2,1,15,3,5,3,1,1,2,2,1,1,2,1,3,3,1,1,4,2,1,1,1,1,6,4,6,5,5,5,5,5,3,2,6,4,4,2,2,4,1,4,3,4,3,1,1,1,2,2,2,4,4,5,5,5,5,5,5,5,5,5,5,"6","2","1","1",4,1,2,9,1,8,1,1,24,30,25,25,6,24,11.5,5,4,12,5,15,4,40,25,25,50
16,1,2,1,1,11,NA,"17","6",8,"5","2","2,6,7",NA,"6","I identify as female currently but for a time I identified as non-binary","2",NA,1,13,1,14,1,15,2,NA,1,15,2,NA,1,15,1,NA,2,1,15,3,5,2,2,3,4,2,1,1,3,2,2,1,1,1,3,2,1,1,2,2,5,4,5,5,5,5,4,3,3,3,6,4,4,5,4,4,2,2,2,3,2,4,4,2,2,2,4,3,4,5,2,5,4,4,2,4,5,5,3,"6","2",NA,"2",8,1,6,2,1,6,1,4,20,25,25,12,9,24,10.2857142857143,7,9,10,6,14,10,49,23,16,39
21,7,2,2,2,NA,"7","10","6",8,"4","1","6,7,9,10",NA,"3,5,6","Genderqueer","2",NA,1,15,1,16,2,NA,2,NA,2,NA,1,15,1,16,1,NA,2,1,16,3,5,1,2,1,3,3,2,2,5,3,3,3,2,2,6,5,3,3,4,3,6,6,6,6,6,5,4,4,5,4,6,5,4,2,2,5,2,4,4,4,2,2,2,2,3,4,4,4,5,5,5,5,5,5,4,5,5,5,5,"6","2","3","2",9,4,15,9,4,30,9,12,36,36,30,16,20,30,18.5714285714286,4,4,13,6,20,8,51,25,24,49
16,7,1,3,1,10,NA,"10","6",8,"5","1","4,9",NA,"5",NA,"2",NA,1,11,1,13,2,NA,2,NA,2,NA,2,NA,1,13,1,NA,2,1,14,3,5,4,3,3,5,4,2,2,6,4,5,3,2,2,5,5,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,4,3,3,5,5,5,5,5,5,5,5,5,5,4,5,4,5,4,1,4,4,4,3,3,5,4,1,"6","2","5","3",20,4,24,15,4,25,4,4,36,36,36,36,36,36,22.5714285714286,10,6,14,15,25,14,74,19,14,33
16,9,1,2,1,10,"1","11","6",5,"5","2","2,6",NA,"2",NA,"2",NA,1,9,1,11,2,NA,2,NA,1,11,1,9,1,11,6,"friend/crush",2,1,15,1,5,1,1,1,6,1,6,1,1,1,1,1,2,1,6,1,1,1,6,1,6,6,6,6,6,6,6,6,5,4,5,5,4,1,2,5,4,5,5,5,5,5,5,4,5,5,5,5,5,4,2,4,4,4,3,4,4,3,4,"6","1","2","2",6,6,1,1,2,6,1,6,36,36,36,36,20,25,15.5714285714286,3,3,15,13,25,15,71,19,17,36
21,7,1,1,2,NA,"1,6","6,10","2,6",8,"5","2","7",NA,"6","Agender","2",NA,1,17,1,19,2,NA,2,NA,2,NA,2,NA,1,20,1,NA,2,2,NA,3,5,4,4,2,2,2,2,2,2,2,5,3,2,2,5,3,3,2,2,1,6,3,6,3,6,2,6,4,5,4,6,6,4,5,5,5,1,4,3,4,2,5,4,1,2,5,3,3,4,2,1,2,3,2,1,2,3,2,2,"9","2","3","4",4,4,4,15,4,15,6,2,18,18,12,24,20,36,13,10,10,12,4,16,14,56,10,10,20
25,7,4,1,2,NA,"2,6","7,12","6",8,"5","3","6,7,10",NA,"3,5",NA,"2",NA,1,12,1,11,1,18,1,14,1,18,1,15,1,14,2,NA,2,1,14,4,5,1,1,1,1,1,1,1,2,2,1,1,1,1,3,2,1,1,4,3,4,4,5,5,4,3,3,3,2,2,4,3,4,2,1,4,1,2,1,4,1,2,1,1,1,2,2,3,1,4,5,4,5,5,5,5,5,5,5,"6","2","3","2",1,1,4,1,1,6,1,12,16,25,12,9,4,12,7.5,3,3,11,3,7,5,29,23,25,48
20,8,3,2,2,NA,"1,6","10","6",8,"5","2","6",NA,"2",NA,"2",NA,1,16,1,18,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,2,NA,3,5,2,2,2,4,2,2,2,2,1,3,3,2,2,2,2,1,1,2,1,3,2,4,3,3,2,4,3,3,3,5,4,4,2,1,4,2,3,2,5,4,2,2,2,2,1,1,4,4,5,5,4,4,4,5,5,5,5,5,"6","2","2","2",8,4,2,9,4,4,1,2,6,12,6,12,9,20,7.07142857142857,6,3,13,8,12,5,41,23,24,47
